Border,Date,Measure,Value,Average
US-Mexico Border,02/01/2012 12:00:00 AM,Personal Vehicles,4886864,6776631
US-Canada Border,02/01/2012 12:00:00 AM,Personal Vehicle Passengers,3863511,5934466
US-Mexico Border,02/01/2012 12:00:00 AM,Pedestrians,3342384,3769069
US-Canada Border,02/01/2012 12:00:00 AM,Personal Vehicles,2181072,2720937
US-Canada Border,02/01/2012 12:00:00 AM,Trucks,451118,523055
US-Mexico Border,02/01/2012 12:00:00 AM,Trucks,417237,366642
US-Canada Border,02/01/2012 12:00:00 AM,Truck Containers Full,336818,389553
US-Mexico Border,02/01/2012 12:00:00 AM,Truck Containers Full,288069,217811
US-Mexico Border,02/01/2012 12:00:00 AM,Bus Passengers,197001,263657
US-Canada Border,02/01/2012 12:00:00 AM,Bus Passengers,133961,308431
US-Mexico Border,02/01/2012 12:00:00 AM,Truck Containers Empty,128405,141665
US-Canada Border,02/01/2012 12:00:00 AM,Rail Containers Full,113373,97770
US-Canada Border,02/01/2012 12:00:00 AM,Truck Containers Empty,99764,74852
US-Canada Border,02/01/2012 12:00:00 AM,Rail Containers Empty,56656,36838
US-Mexico Border,02/01/2012 12:00:00 AM,Rail Containers Empty,36125,27748
US-Mexico Border,02/01/2012 12:00:00 AM,Rail Containers Full,32788,23016
US-Canada Border,02/01/2012 12:00:00 AM,Pedestrians,19367,50861
US-Mexico Border,02/01/2012 12:00:00 AM,Buses,16014,21171
US-Canada Border,02/01/2012 12:00:00 AM,Train Passengers,12049,20302
US-Canada Border,02/01/2012 12:00:00 AM,Buses,6737,12607
US-Canada Border,02/01/2012 12:00:00 AM,Trains,2180,2661
US-Mexico Border,02/01/2012 12:00:00 AM,Trains,718,720
US-Mexico Border,02/01/2012 12:00:00 AM,Train Passengers,278,1200
US-Mexico Border,01/01/2012 12:00:00 AM,Personal Vehicle Passengers,9478461,15372627
US-Mexico Border,01/01/2012 12:00:00 AM,Personal Vehicles,5180694,6784943
US-Canada Border,01/01/2012 12:00:00 AM,Personal Vehicle Passengers,3732873,5945932
US-Mexico Border,01/01/2012 12:00:00 AM,Pedestrians,3396086,3771011
US-Canada Border,01/01/2012 12:00:00 AM,Personal Vehicles,2126882,2724031
US-Canada Border,01/01/2012 12:00:00 AM,Trucks,452501,523422
US-Mexico Border,01/01/2012 12:00:00 AM,Trucks,415573,366387
US-Canada Border,01/01/2012 12:00:00 AM,Truck Containers Full,339271,389814
US-Mexico Border,01/01/2012 12:00:00 AM,Truck Containers Full,281844,217477
US-Mexico Border,01/01/2012 12:00:00 AM,Bus Passengers,237205,263794
US-Mexico Border,01/01/2012 12:00:00 AM,Truck Containers Empty,134240,141703
US-Canada Border,01/01/2012 12:00:00 AM,Bus Passengers,123067,309396
US-Canada Border,01/01/2012 12:00:00 AM,Rail Containers Full,113435,97688
US-Canada Border,01/01/2012 12:00:00 AM,Truck Containers Empty,98562,74728
US-Canada Border,01/01/2012 12:00:00 AM,Rail Containers Empty,53082,36753
US-Mexico Border,01/01/2012 12:00:00 AM,Rail Containers Empty,36206,27703
US-Mexico Border,01/01/2012 12:00:00 AM,Rail Containers Full,25516,23002
US-Canada Border,01/01/2012 12:00:00 AM,Pedestrians,17122,51036
US-Mexico Border,01/01/2012 12:00:00 AM,Buses,16909,21193
US-Canada Border,01/01/2012 12:00:00 AM,Train Passengers,12955,20340
US-Canada Border,01/01/2012 12:00:00 AM,Buses,6759,12637
US-Canada Border,01/01/2012 12:00:00 AM,Trains,2200,2663
US-Mexico Border,01/01/2012 12:00:00 AM,Trains,682,720
US-Mexico Border,01/01/2012 12:00:00 AM,Train Passengers,199,1205
US-Mexico Border,12/01/2011 12:00:00 AM,Personal Vehicle Passengers,10246464,15399465
US-Mexico Border,12/01/2011 12:00:00 AM,Personal Vehicles,5352799,6792441
US-Canada Border,12/01/2011 12:00:00 AM,Personal Vehicle Passengers,4797399,5951945
US-Mexico Border,12/01/2011 12:00:00 AM,Pedestrians,3753452,3771102
US-Canada Border,12/01/2011 12:00:00 AM,Personal Vehicles,2529059,2725051
US-Canada Border,12/01/2011 12:00:00 AM,Trucks,414522,523992
US-Mexico Border,12/01/2011 12:00:00 AM,Trucks,381976,366305
US-Canada Border,12/01/2011 12:00:00 AM,Truck Containers Full,271890,390431
US-Mexico Border,12/01/2011 12:00:00 AM,Bus Passengers,246049,263886
US-Mexico Border,12/01/2011 12:00:00 AM,Truck Containers Full,241312,217352
US-Canada Border,12/01/2011 12:00:00 AM,Bus Passengers,161998,310167
US-Canada Border,12/01/2011 12:00:00 AM,Rail Containers Full,114407,97600
US-Mexico Border,12/01/2011 12:00:00 AM,Truck Containers Empty,113485,141850
US-Canada Border,12/01/2011 12:00:00 AM,Truck Containers Empty,81462,74692
US-Canada Border,12/01/2011 12:00:00 AM,Rail Containers Empty,52520,36670
US-Mexico Border,12/01/2011 12:00:00 AM,Rail Containers Empty,34119,27669
US-Mexico Border,12/01/2011 12:00:00 AM,Rail Containers Full,28990,22970
US-Canada Border,12/01/2011 12:00:00 AM,Pedestrians,23785,51178
US-Mexico Border,12/01/2011 12:00:00 AM,Buses,19293,21202
US-Canada Border,12/01/2011 12:00:00 AM,Train Passengers,15839,20363
US-Canada Border,12/01/2011 12:00:00 AM,Buses,7156,12665
US-Canada Border,12/01/2011 12:00:00 AM,Trains,2314,2664
US-Mexico Border,12/01/2011 12:00:00 AM,Trains,699,720
US-Mexico Border,12/01/2011 12:00:00 AM,Train Passengers,295,1209
US-Mexico Border,11/01/2011 12:00:00 AM,Personal Vehicle Passengers,8993331,15433181
US-Mexico Border,11/01/2011 12:00:00 AM,Personal Vehicles,4954191,6802115
US-Canada Border,11/01/2011 12:00:00 AM,Personal Vehicle Passengers,4444581,5959878
US-Mexico Border,11/01/2011 12:00:00 AM,Pedestrians,3403621,3773036
US-Canada Border,11/01/2011 12:00:00 AM,Personal Vehicles,2441758,2726542
US-Canada Border,11/01/2011 12:00:00 AM,Trucks,464071,524307
US-Mexico Border,11/01/2011 12:00:00 AM,Trucks,409868,366075
US-Canada Border,11/01/2011 12:00:00 AM,Truck Containers Full,338702,390703
US-Mexico Border,11/01/2011 12:00:00 AM,Truck Containers Full,264292,217104
US-Mexico Border,11/01/2011 12:00:00 AM,Bus Passengers,210661,264166
US-Canada Border,11/01/2011 12:00:00 AM,Bus Passengers,168430,310912
US-Mexico Border,11/01/2011 12:00:00 AM,Truck Containers Empty,130824,141908
US-Canada Border,11/01/2011 12:00:00 AM,Rail Containers Full,111451,97527
US-Canada Border,11/01/2011 12:00:00 AM,Truck Containers Empty,92690,74597
US-Canada Border,11/01/2011 12:00:00 AM,Rail Containers Empty,55947,36568
US-Mexico Border,11/01/2011 12:00:00 AM,Rail Containers Empty,37184,27618
US-Mexico Border,11/01/2011 12:00:00 AM,Rail Containers Full,29207,22937
US-Canada Border,11/01/2011 12:00:00 AM,Pedestrians,24448,51318
US-Mexico Border,11/01/2011 12:00:00 AM,Buses,16867,21224
US-Canada Border,11/01/2011 12:00:00 AM,Train Passengers,12523,20404
US-Canada Border,11/01/2011 12:00:00 AM,Buses,7808,12690
US-Canada Border,11/01/2011 12:00:00 AM,Trains,2289,2665
US-Mexico Border,11/01/2011 12:00:00 AM,Trains,720,720
US-Mexico Border,11/01/2011 12:00:00 AM,Train Passengers,282,1213
US-Mexico Border,10/01/2011 12:00:00 AM,Personal Vehicle Passengers,9261973,15465832
US-Mexico Border,10/01/2011 12:00:00 AM,Personal Vehicles,5153249,6810839
US-Canada Border,10/01/2011 12:00:00 AM,Personal Vehicle Passengers,4879497,5965594
US-Mexico Border,10/01/2011 12:00:00 AM,Pedestrians,3312589,3775472
US-Canada Border,10/01/2011 12:00:00 AM,Personal Vehicles,2684788,2726762
US-Canada Border,10/01/2011 12:00:00 AM,Trucks,472396,524581
US-Mexico Border,10/01/2011 12:00:00 AM,Trucks,412429,365829
US-Canada Border,10/01/2011 12:00:00 AM,Truck Containers Full,348741,390925
US-Mexico Border,10/01/2011 12:00:00 AM,Truck Containers Full,266458,216842
US-Mexico Border,10/01/2011 12:00:00 AM,Bus Passengers,208042,264462
US-Canada Border,10/01/2011 12:00:00 AM,Bus Passengers,207912,311456
US-Mexico Border,10/01/2011 12:00:00 AM,Truck Containers Empty,121573,142015
US-Canada Border,10/01/2011 12:00:00 AM,Rail Containers Full,116170,97428
US-Canada Border,10/01/2011 12:00:00 AM,Truck Containers Empty,99257,74466
US-Canada Border,10/01/2011 12:00:00 AM,Rail Containers Empty,57794,36455
US-Canada Border,10/01/2011 12:00:00 AM,Pedestrians,45801,51347
US-Mexico Border,10/01/2011 12:00:00 AM,Rail Containers Empty,37551,27565
US-Mexico Border,10/01/2011 12:00:00 AM,Rail Containers Full,31653,22890
